Lake,Code,Region,Date.Survey,Month.Sampled,Date.Rep.Survey,Latitude,Longitude,East_NZMG,North_NZMG,PRIMARY FENZ class ,GEOMORPHIC Class,MaxDepth,LakeArea,LakeVolume,lkElev,FENZ SumPress1A,FENZ SumPress1B,RegionalRa,Regional rank,National Rank,NationalCu,Natural_cover,Urban,Pasture,Landuse_Pressure,Impervious,InvasivePlants,InvasiveFish,DamEffectUpstream,DamEffectDownstream,DecTemp,DecSolrad,Fetch,SumWind,catBeech,catGlacial,catHard,catPeat,catPhos,catSlope,catAnnTemp,DirectDistCoast,ResidenceTime,MeanWind,Catch.flow,catJuneSolRad,catCalc,catPsize,catAlluv,Alpine.Grass,Indi.Hard,Built.up,Decid.Hard,Dep.Grass,Dune.Shrub,Estu.Wat,Exot.For,Fernland,Flaxland,For.Harv,Gorse,Gravel,Herb.FW.Veg,Herb.Sal.Veg,High.Prod.Exotic.Grass,Indi.For,Landslide,Low.Prod.Grass,Manuka,Matagouri,Mixed.Exo.Shrub,Orchard,Peat.Shrub,Per.Snow,River,Sand,Short.rot.Crop,Sub.Alp.Shrub,Mine,Tussock,Trans.Infra,Parkland,Max.Depth,Sampling.Depth ,Secchi.Disk,Thermocline,Altitude,Zooplankton.Net.Depth,Zooplankton.filtered,Phytoplankton.net.depth,Phytoplankton.filtered,WCS.Bul.TN,WCS.Bul.Nitrite,WCS.Bul.Nitrate,WCS.Bul.TKN,WCS.Bul.TP,WCS.Bul.TSS,WCS.Bul.VSS,WCS.DOC,WCS.TOC,WCS.DIN.Nitrite,WCS.DIN.Nitrate,WCS.DIN.Ammonia,WCS.DIN.DRP,WCS.Arsenic,WCS.Cadmium,WCS.Chromium,WCS.Copper,WCS.Lead,WCS.Mercury,WCS.Nickel,WCS.Zinc,WCS.Chla,BS.Bul.TN,BS.Bul.Nitrite,BS.Bul.Nitrate,BS.Bul.TKN,BS.Bul.TP,BS.Bul.TSS,BS.Bul.VSS,BS.DOC,BS.TOC,BS.DIN.Nitrite,BS.DIN.Nitrate,BS.DIN.Ammonia,BS.DIN.DRP,BS.Arsenic,BS.Cadmium,BS.Chromium,BS.Copper,BS.Lead,BS.Mercury,BS.Nickel,BS.Zinc,Data.Quality,TLI3,TL-P,TL-N,TL-Chl-a,Median-TP,Median-TN,Median-Chl-a,Chla-95,Bloom,Shallow/Deep,Monitored.Month.TN,Monitored.Month.TP,Monitored.Month.Chla,Days.Different,PW.DRP.concentration.DL,PW.TP,Ex.P.PW,PF.NH4Cl.P,PF.BD.P,PF.NaOH.rP,PF.Org.P,PF.HCl.P,PF.Res.P,PF.Total.P,PF.NH4Cl.P%,PF.BD.P%,PF.NaOH.rP%,PF.Org.P%,PF.HCl.P%,PF.Res.P%,Pot.Mob.P.SL,Pot.Mob.AL,Pot.Mob.AL.Org.P,EPC,AR.P.DW,AR.N.DW,AR.P,AR.N,Sys.for.Densities,Tot.BD.sedm.PW.g.cm3,Tot.BD.sedm.PW.kg.m3,DryBD.DW.g.cm3,DryBD.DW.,PW.density.g.cm3,PW.density.,AM.sedm.PW.g.cm2,AM.sedm.PW.kg.m2,AM.DW.g.cm2,AM.DW.kg.m2,AM.PW.g.cm2,AM.PW.kg.m2,Tot.PW,BulS.Ash,BulS.OM,BulS.Carbonates,BulS.TOC,BulS.TN,BulS.Iron,BulS.Manganese,BulS.Aluminium,BulS.Calcium,BulS.Lead,BulS.Copper,BulS.Cadmium,BulS.Zinc,BulS.Phosphorus,BulS.Sulfur,GS..63,GS.63.2mm,GS..2mm,TRR.Mn.Fe,TRR.TOC.TP,TRR.Al.Fe,TRR.AL.P,TRR.Fe.P,TN:TP,RSE.NaOH.Al.BD.Fe,RSE.NaOH.rP.BD.P,RSE.BD.Fe.TOC,RSE.TOC.Res.P,SI.d15N,SI.d13C,SI.C:N,BD.Fe.molar,NaOH.Al,Sieve0.05,Sieve0.06,Sieve0.12,Sieve0.24,Sieve0.49,Sieve0.98,Sieve2,Sieve3.9,Sieve7.8,Sieve15.6,Sieve31,Sieve37,Sieve44,Sieve53,Sieve63,Sieve74,Sieve88,Sieve105,Sieve125,Sieve149,Sieve177,Sieve210,Sieve250,Sieve300,Sieve350,Sieve420,Sieve500,Sieve590,Sieve710,Sieve840,Sieve1000,Sieve1190,Sieve1410,Sieve1680,Sieve2000,Sieve2380,Sieve2830,Sieve3360,Dx (10),Dx (50),Dx (90)
Lake Roe,29596,Southland,02/02/2019,February,,-45.70735,167.15235,2054907,5483919,G,G,18.47,19.2,1179307,973.83,0.977,0.977,155,70.882,528,9.321,0.9953,0,0,0.23,3699.6828,0,0,0,0,9.27,2092.95,689,5.46,29.95,0,4.8,0,0.95,5.5,5.27,13166.09,102.8958744,5.931346416,4183325.18,370.190476,0.95999998,4.80000019,NA,5.927444913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07255509,0,0,41,,4.6,1.5,974,30,,30,,<0.1,<0.001,<0.002,<0.1,0.025,3,<3,2.2,2.7,<0.001,0.0022,<0.005,<0.002,<0.0005,0.00001,<0.0002,0.0006,0.0001,<0.0001,<0.0002,0.0075,<0.0006,<0.1,<0.001,<0.002,<0.1,0.026,<3,<3,1.8,1.7,<0.001,<0.002,<0.005,<0.002,<0.0005,<0.00001,<0.0002,0.0004,0.00007,<0.0001,<0.0002,0.0027,,,,,,,,,,,,,,,,0.002,0.091,0.2924,0.263234425,53.26,512.3,922.6,69.45,248,1806,0.016,2.9,28.4,51.1,3.85,13.7,1488,976,54, ,1.16,13.16,1.56,17.63,C,1.043,1043,0.067,67,0.976,976,20851,20.9,1340,1.34,19511,19.5,93.6,65.6,34.4,No results,14.4,1,92000,198,28800,1810,24.8,16.3,0.096,39.4,1130,4270,46.04,53.96,0,0.0022,328.6,0.65,29.26,45.16,8.85,0.68,9.62,0.107,1497.4,,,,1.287,0.870218965,0,0,0,0,0,0.22,1.11,2.66,6.22,13.73,25.58,29.64,34.21,39.93,46.04,52.24,59.18,66.06,72.21,77.24,81.02,83.8,85.87,87.72,89.25,91.18,93.12,94.97,96.83,98.21,99.22,99.79,99.99,100,100,100,100,100,11.6,69.9,376
Lake Bright,29614,Southland,06/02/2019,February,,-45.6918,167.1429,2054001,5485565,G,G,25.47,18.1,1533204,812.93,0.883,0.883,229,79.067,854,14.459,0.9953,0,0,31.71,0,0,0,0,0,10.15,2089.81,686,5.42,34.56,0,4.9,0,0.98,16.23,5.01,12557.52,12.53305904,5.870569468,44651454.5,370.06405,0.98194128,4.90970659,NA,13.57712952,0,0,0,0,0,0,0,0,0,0,0,11.90698008,0,0,0,9.965377095,0,0,0,0,0,0,0,0,0,0,0,1.426344351,0,63.12416896,0,0,21.2,20.5,5,,812,15,,15,,<0.1,<0.001,<0.002,<0.1,<0.005,<3,<3,2.8,3,<0.001,0.0021,<0.005,<0.002,<0.0005,<0.00001,0.0002,0.0002,<0.00005,<0.0001,<0.0002,0.0018,<0.0006,<0.1,<0.001,0.01,<0.1,<0.005,<3,<3,,2,<0.001,0.068,0.01,<0.002,<0.0005,<0.00001,<0.0002,0.0002,<0.00005,<0.0001,<0.0002,0.001,,,,,,,,,,,,,,,,0.001,0.38,0.1862,0.172375785,17.36927082,436.1209785,860.2,92.08429514,320,1726,0.011,1,25.3,49.8,5.34,18.5,1314,878,18, ,0.52,5.58,1.45,15.5,P,2.055,2055,0.139,138.8,1.916,1916,41106,41.1,2776,2.776,38330,38.3,93.2,66.4,33.6,1.9,11,0.82,62200,992,43500,9950,14.4,37.2,0.17,65.6,1040,2100,28.54,67.9,3.46,0.0162,272.8,1.45,48.02,33.17,7.88,2.46,25.11,0.044,886.5,,,,0.404,0.992918866,0,0,0,0,0,0,0.41,1.25,3.14,7.58,15.75,18.51,21.47,24.97,28.54,32.09,36.15,40.44,44.72,48.94,52.9,56.6,60.09,63.48,66.17,69.19,72.07,74.93,78.36,81.64,85.11,88.47,91.5,94.22,96.44,98.16,99.29,99.9,19.8,156,1290
Lake Story,29644,Southland,05/02/2019,February,,-45.74159,167.17189,2056692,5480258,G,G,27.65,26.5,2440490,992.84,0.966,0.966,33,2.778,265,3.122,0.9953,0,0,0.82,0,0,0,0,0,9.32,2031.2,780,5.64,0,0,4.82,0,0.96,22.79,4.71,14792.32,68.05854696,6.136729717,13088420.9,371.006944,0.96551722,4.82758617,NA,12.11380232,0,0,0,0,0,0,0,0,0,0,0,1.502560937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.38363674,0,0,35,32,9.2,11.9,992,25,,25,,<0.1,<0.001,<0.002,<0.1,0.43,<3,<3,1.3,1.6,<0.001,0.0025,<0.005,<0.002,<0.0005,<0.00001,<0.0002,<0.0002,<0.00005,<0.0001,<0.0002,0.0023,<0.0006,<0.1,<0.001,<0.002,<0.1,0.016,<3,<3,1.2,1.3,<0.001,<0.002,<0.005,<0.002,<0.0005,0.00001,0.0005,<0.0002,<0.00005,<0.0001,<0.0002,0.0012,,,,,,,,,,,,,,,, ,,,0.2085,33.44,444.2,708.6,165.3,92,1444,0,2.3,30.8,49.1,11.45,6.4,1186,742,33, , , , , ,P,1.351,1351,0.145,145,1.206,1206,27019,27,2900,2.9,24119,24.1,89.3,80,20,2.7,7.1,1.1,30500,1440,34200,2570,15.2,34.3,0.16,71.5,940,3500, , , ,0.048,194.8,2.32,41.77,18,11.7,4.15,13.28,0.032,1990.2,,,,0.187,0.776844045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Pyramid,29917,Southland,29/01/2019,January,,-45.74852,167.36458,2071706,5480549,G,G,21.84,13.3,971544,730.74,0.95,0.95,262,11.935,1134,24.846,0.9953,0,0,2.54,60.0705,0,0,0,0,10.75,2116.94,590,4.62,100,0,4.15,0,1,15.36,6.09,29830.67,70.05398788,4.749036789,5062000.64,379.960976,1,4.43455505,52.0997391,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62169541,0,0,66.70973044,0,0,0,0,0,0,0,0,0,0,0,0,0,5.668574148,0,0,9.8,8.5,4,3.9,731,7,,7,,0.2,0.0012,<0.002,0.2,0.019,<3,<3,4.9,4.3,<0.001,<0.002,<0.005,<0.002,<0.0005,0.00002,<0.0002,0.0009,0.0001,<0.0001,<0.0002,0.013,<0.0006,<0.1,<0.001,<0.002,<0.1,0.014,4,3,3.6,3.3,<0.001,<0.002,<0.005,<0.002,<0.0005,<0.00001,<0.0002,0.0016,0.00008,<0.0001,<0.0002,0.0042,,,,,,,,,,,,,,,, ,,,0.4968,60.36,771.9,1377,96.39,290,2596,0,2.3,29.7,53.1,3.71,11.2,2209,1437,60, , , , , ,P,1.581,1581,0.134,134.3,1.447,1447,31617,31.6,2686,2.686,28931,28.9,91.5,69.6,30.4,2.9,11.5,1.1,57800,747,33900,5220,20.6,66.4,0.12,66.4,1660,2900, , , ,0.0131,178.7,1.21,23.44,19.31,6.63,1.88,12.79,0.046,1022.6,,,,0.443,0.832750952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shallow Lake,29956,Southland,30/01/2019,January,,-45.71217109,167.3371098,2069245,5484304,F,G,40.43,13,1757219,317.57,0.493,0.493,304,12.532,1440,41.084,0.9951,0,0,10651.18,374.3466,0,0,0,0,12.88,2123.69,510,3.98,72.56,0,4.66,0,1.02,23.59,6.06,27417.93,1.293625882,3.870516658,495804219,377.220681,1.01378822,4.7721405,13.8734131,2.850429451,0.038892085,0,0,0,0,0,0,0,0,0,0,1.930714456,5.523640964,0,0,59.13570517,0.165872075,0.173671369,0.158833323,0,0,0,0,0,0.060964501,0,0,3.240117859,0,26.70217412,0.018984629,0,11,10.8,4.4,8,318,8,,8,,<0.1,<0.001,0.023,<0.1,0.029,<3,<3,1.7,1.7,<0.001,0.023,<0.005,<0.002,<0.0005,0.00017,0.0003,0.0013,0.0002,<0.0001,0.0003,0.016,<0.0006,<0.1,<0.001,0.019,<0.1,0.031,<3,<3,2.4,1.9,<0.001,0.019,0.021,<0.002,<0.0005,<0.00001,<0.0002,0.0007,0.0001,<0.0001,<0.0002,0.0037,,,,,,,,,,,,,,,, ,,,0.0746,50.2,198.1,286.7,583.3,140,1258,0,4,15.7,22.8,46.36,11.1,535,337,50, , , , , ,P,1.805,1805,0.6,599.6,1.205,1205,36097,36.1,11993,11.993,24104,24.1,66.8,89.6,10.4,1.1,3.4,0.19,37500,465,23400,8770,9.52,34,0.067,73.6,1090,540, , , ,0.0126,80.4,1.29,24.64,19.08,1.74,1.33,3.95,0.051,626.3,,,,0.145,0.193506836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Rakatu,30380,Southland,07/02/2019,February,,-45.626233,167.592766,2088461,5495094,E,G,35.13,130.3,15255359,174.9,0.917,0.917,77,2.968,634,13.176,0.9952,0,0,11.51,0,0,0,0,0,14.09,2159.68,2300,3.14,82.2,0,3.45,1.12,1.61,14.41,7.33,37195.15,222.0359208,2.643670678,25077948.4,386.743761,1.62758112,3.4310472,17.6340618,0,0.238171962,0,0,0,0,0,0,0,0,0,0,6.372661772,1.108288845,0,0,76.09533978,0.070965942,0.243280953,2.645835449,0,0,0,0,0,0,0,0,0,0,13.22545529,0,0,11,10.8,2.2,???,174,7,,7,,0.12,0.0018,<0.002,0.12,0.019,<3,<3,6.3,7,0.0014,0.13,<0.005,<0.002,<0.0005,<0.00001,0.0002,<0.0002,<0.00005,<0.0001,<0.0002,<0.001,0.0011,0.13,0.0017,<0.002,0.13,0.01,<3,<3,6.8,7.1,0.0014,<0.002,<0.005,<0.002,<0.0005,<0.00001,<0.0002,0.0004,<0.00005,<0.0001,<0.0002,<0.001,,,,,,,,,,,,,,,,0.004,0.025,0.1463,0.118308277,47.54581665,758.9409658,553.3,87.63414609,120,1568,0.009,3,48.4,35.3,5.59,7.7,1360,601,48,0.1278,0.36,3.87,2.43,26.06,P,2.691,2691,0.336,336.4,2.354,2354,53815,53.8,6728,6.728,47087,47.1,87.5,71.8,28.2,No results,12.6,0.72,29300,1110,24700,4710,11,13.3,0.11,64.8,1450,1150,56.87,43.13,0,0.0385,224.1,1.74,19.55,11.21,4.97,3.15,15.96,0.015,2707.7,,,,0.162,0.508451393,0,0,0,0,0,0.46,1.82,4.19,9.14,18.97,34.22,39.23,44.59,50.81,56.87,62.5,68.27,73.5,77.91,81.41,84.12,86.3,88.18,90.01,91.5,93.17,94.66,95.96,97.23,98.21,99,99.55,99.88,100,100,100,100,100,8.46,51.8,300
Big Lagoon,30812,Southland,24/02/2019,February,,-46.354037,168.176776,2138597,5417418,C,B,2.9,16.5,160101,15.34,0.391,0.391,33,0.937,1428,41.032,0.4023,0,58.98,0.7,0,0,0,0,0,13.96,2155.69,560,4.67,0,0,2,0,3,0.27,10,1513.05,468.0240757,4.205421567,124858.384,375,3,2,100,0,0,0,0,0,0,0,10.82119379,0,9.070355656,7.144135438,0,0,0,0,70.57438626,0,0,0,0,2.389928853,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.48,NA,15.3,,50,,50,1.89,<0.002,0.0039,1.89,0.25,16,20.3,26,30.8,<0.001,0.0068,0.006,0.036,0.0018,<0.00001,0.0005,0.0016,0.0029,<0.0001,0.0008,0.0053,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,1.201,528.7,643.2,635.9,57.85,230,2096,0,25.2,30.7,30.3,2.76,11,1808,1165,529, , , , , ,P,2.258,2258,0.195,195.1,2.063,2063,45167,45.2,3902,3.902,41265,41.3,91.4,63.9,36.1,1.8,15.6,0.95,25100,286,14600,6010,69.3,21.3,0.1,39.3,1680,4000, , , ,0.0116,239.5,1.2,9.98,8.29,5.65,1.69,1.22,0.01,1749.1,,,,0.128,0.216722183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Hatuma,32805,Hawkes Bay,31/08/2020,August,,-40.01848034,176.527928,2810863,6125499,A,T,3,152.9,14667954,132.38,0.266,0.262,74,9.506,2125,79.444,0.307,0.48,92.74,50.54,0,0,8.5,0,0,17.6,2317.31,2090,3.08,0,0,2.36,2.98E-06,2.45,4.97,12.28,28667.17,214.2370596,2.926034212,24990093.3,561.86,2.21,3.35,2.24E-06,0,0.170872557,0.496701119,0.198126328,0,0,0,1.877870191,0,0,0.03715364,0,0,1.090227016,0,95.50831144,0.119143378,0,0,0.030877456,0,0,0.009080965,0,0,0,0,0,0,0.011867099,0,0,0.449768815,0.5,0.5,0.13,0,129,,50,,50,3.9,0.0463,0.255,3.61,0.2,90,16,18.9,18.6,0.0473,0.245,0.76,0.091,0.0016,<0.00002,<0.0002,0.0015,<0.00005,<0.0001,0.0011,<0.003,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake 34599,34599,Hawkes Bay,05/09/2020,September,,-39.6476587,176.964018,2850108,6165472,C,B,13.06,6,261487,42.29,0.329,0.329,44,84.615,2530,91.634,0.3316,0,80.39,0.03,60.8904,0,0,0,0,18.48,2335,340,2.83,0,0,4,0,2,6.74,13.34,2021.56,3880.662084,2.751327753,24594.426,580,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,7.5,4.1,,57,5,,5,,2.4,0.00545,0.14,2.28,1.03,<3,<3,20.4,21.1,0.00684,6.7,0.03,0.961,0.0036,<0.00002,0.00076,0.0011,<0.00005,<0.00008,0.00057,0.0084,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Whakaki,34665,Hawke's Bay,22/09/2019,September,,-39.04576174,177.5570203,2904101,6229907,A,B,2.75,474.9,4352717,20.48,0.306,0.301,29,17.799,1645,67.437,0.3701,0,51.99,114.24,0,0,8.5,0,0,18.94,2369.25,4455,3.73,0,0,1.97,0,1.79,3.23,14.18,77.39,74.36135968,3.404008389,21365151.7,611.18,1.83,2.33,0.00017177,0,0.159267169,0,0.144002942,0,0,0,11.94065832,0.823763694,0,0.010476583,0,0,0,10.87445418,48.93674239,0.134392988,0,4.32218743,0.264090773,0,0,1.373083286,0,0,0,3.065740865,17.95113937,0,0,0,0,0,1.5,,0.12,,20,,50,,50,2.9,<0.002,<0.001,2.89,0.33,95,58,11.3,25.6,<0.002,<0.001,<0.005,<0.002,0.0016,0.000014,<0.0002,<0.0002,<0.00005,<0.00008,<0.0002,<0.001,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.35,0.6293,0,369.2,128.3,263.1,68.38,402,1232,0.051,30,10.4,21.4,5.55,32.6,761,633,370,0.0049,47.13,47.98,361.15,367.64,C,1.949,1949,0.383,383.1,1.566,1566,38975,39,7663,7.663,31312,31.3,80.3,90.6,9.4,3.1,2.2,0.33,28100,367,20400,3470,13.1,12.3,0.12,72.5,558,4220,75.01,24.99,0,0.0133,101.7,1.5,41.97,27.93,5.91, ,0.35, ,141.1,,,, , ,0,0,0,0,0,3.17,7.83,16.35,29.83,46.75,62.71,66.22,69.39,72.47,75.01,77.12,79.07,80.72,82.06,83.1,83.91,84.61,85.31,86.2,87.18,88.77,90.68,92.8,95.26,97.26,98.82,99.71,99.99,100,100,100,100,100,2.47,17.8,472
Lake Horseshoe,35422,Hawkes Bay,03/09/2020,September,,-39.920142,176.761112,2831452,6135860,B,T,23.09,31,2384056,175.89,0.373,0.373,16,2.597,1774,69.138,0.3784,0,65.06,0.1,0.3096,0,0,0,0,17.48,2325.82,792,2.82,0,0,3.37,0,2.22,3.05,12.43,13893.69,2056.593591,2.825659037,423117.408,579.96,2.57,4.59,0.00077206,0,0,0,13.90231184,0,0,0,2.165621456,0,0,0,0,0,0,0,83.9320667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.2,2.4,,187,2,,2,,0.92,<0.001,<0.002,0.92,0.044,5,<3,5.9,6.1,0.0065,1.48,<0.005,<0.002,0.00063,<0.00002,<0.0002,0.00065,0.000055,<0.00008,0.00026,0.0045,0.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.7,, , , , , , ,,,,,,,,,,, , , , , ,P,2.903,2903,0.452,452.3,2.451,2451,58064,58.1,9046,9.046,49019,49,84.4,79.7,20.3,2.3,7.3,0.81,44100,2590,34200,5850,21.5,21.9,0.12,75.1,2100,1500,75.97,24.03,0,0.0597,89.6,1.61,18.7,11.65,3.86, ,, , ,,,, , ,0,0,0,0,0,1.72,4.63,10.51,21.14,36.24,55.26,60.7,66.01,71.44,75.97,79.63,82.82,85.28,87.13,88.5,89.56,90.46,91.29,92.1,92.75,93.51,94.32,95.23,96.41,97.55,98.63,99.43,99.89,100,100,100,100,100,3.73,26,192
Lake Hurimoana,36285,Hawke's Bay,17/09/2019,September,,-39.55341,176.7196,2829650,6176714,A,S,11.91,20.2,800772,38.09,0.299,0.299,50,96.861,2573,91.735,0.311,0,88.39,1.49,7.5882,0,0,0,0,18.6,2371.85,782,3.19,0,0,3.43,0,1.8,7.27,13.33,15089.17,394.2876298,3.0912503,741291.2,605.24,2.79,4.24,0.0006363,0,0,0,0.741682621,0,0,0,3.045850616,0,0,0,0,0,1.284257547,0,94.92820922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1.15,,38,,80,,80,2.9,0.00947,0.0686,2.8,0.074,7,<3,13.7,13.4,0.00964,0.143,1.15,0.017,0.0011,<0.00001,0.00029,0.00047,0.00013,<0.00008,0.00061,0.003,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kautuku,36314,Hawke's Bay,17/09/2019,September,,-39.5713,176.73385,2830722,6174752,A,S,11.54,10.4,398613,39.78,0.297,0.297,44,77.28,2498,91.549,0.3081,0,94.2,1.49,406.9145,0,0,0,0,18.58,2368.3,800,3.08,0,0,3.85,0,1.42,4.96,13.38,15181.47,322.8159925,2.96447289,450701.6,603.04,1.9,4.81,0.00035877,0,0,0,0,0,0,0,1.110818564,0,0,0,0,0,0.514529607,0,98.37465183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,,0.9,,40,,80,,80,1.5,0.0018,0.01,1.52,0.91,<3,<3,33,17.8,0.0019,0.0132,0.008,0.574,0.0042,<0.00001,0.0004,0.00064,0.00014,<0.00008,0.00074,0.0019,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake 36343,36343,Hawkes Bay,05/09/2020,September,,-39.6511853,176.9602535,2849763,6165094,B,B,15.2,6.9,351252,55.22,0.302,0.302,22,49.359,2491,91.542,0.3081,0,94.54,0.33,0,0,0,0,0,18.37,2337.24,480,2.79,0,0,3.75,0,2.24,2.91,13.17,2461.15,1148.370355,2.730624676,111642.4,580,3,5,NA,0,0,0,0,0,0,0,7.556688754,0,0,0,0,0,0,0,92.44331125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8,0.28,,25,,50,,50,2.1,0.0049,0.261,1.85,0.28,6,4.33,12.1,14.8,0.00566,0.256,0.06,0.087,0.0012,0.000033,0.00055,0.002,0.0015,<0.00008,0.00059,0.0066,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kaweka 2,36741,Hawkes Bay,04/09/2020,September,,-39.36310208,176.3657607,2799994,6199151,F,D,18.27,5.1,313441,677.9,0.833,0.833,7,6.129,794,14.275,0.8989,0,0,9.3,0,0,0,0,0,15.3,2381.56,440,4.2,15.28,0,3.06,0,1.46,13.89,9.64,44314.55,34.66916922,4.331305504,3299938.05,608.64,1.46,2.59,NA,0,0,0,0,0,0,0,18.3575516,0,0,0,0,0,0,0,0,8.518979909,0,0,73.1234685,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,11.3,5.4,,677.9,10,,10,,0.34,<0.001,0.0027,0.33,0.025,<3,<3,0.72,0.97,<0.001,0.0032,<0.005,<0.002,<0.0005,<0.00002,<0.0002,0.00039,0.000054,<0.00008,<0.0002,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kaweka 1,36742,Hawkes Bay,04/09/2020,September,,-39.36146425,176.3632074,2799781,6199341,F,D,18.05,8.6,517607,677.25,0.934,0.234,3,2.242,402,7.084,0.9763,0,0,2.22,19.7408,49.28,0,0,0,15.28,2372.11,480,4.19,18,0,2.93,0,1.53,13.88,9.55,44546.48,66.89435569,4.306296587,2824254.72,608.75,1.53,2.39,NA,0,0,0,0,0,0,0,16.12939374,0,0,0,0,0,0,0,0,9.857313327,0,0,74.01329293,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.1,0,677.25,10,,10,,0.33,<0.001,<0.002,0.33,0.016,<3,<3,1,1.3,<0.001,<0.002,0.005,<0.002,<0.0005,<0.00002,<0.0002,0.00076,0.00016,<0.00008,<0.0002,0.0088,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
